timestamp_est,anonymous_id,language,question
2020-03-18T17:57:10.427Z,7302144e-abbe-4fa4-aaf1-cf5eb674a862,en,What is Dialogue's position on sick notes?
2020-03-19T11:16:11.354Z,5a65a4bd-05aa-4ca8-b6da-5f807bde3294,en,What are Dialogue services?
2020-03-19T14:17:16.246Z,6d60c897-dd96-483d-b528-b65fcae4c1b0,en,Should I practice social distancing? 
2020-03-19T14:00:19.88Z,71a29314-2b32-43d5-b09a-1795a5380e60,fr,LP TEST question
2020-03-19T14:16:05.351Z,f264fd4b-de03-4dc0-8531-fa9d0a1b0633,en,I'd love to know how long I can be contagious?
2020-03-19T14:05:22.01Z,b09dc15d-a003-475a-8a88-9e6a039accb6,en,Can I travel?
2020-03-19T13:47:48.848Z,0b0df84f-dcc5-42c0-980e-bafacd3bbdbe,fr,"Je fais une sarcoidose pulmonaire, je suis tu plus a risque si jamais j attrape le covid 19"
2020-03-19T13:40:44.882Z,f75ca552-9cf8-4f52-8151-25c0cea0a8b0,en,Get I get infected from a dog?
2020-03-19T23:02:18.034Z,58cd9504-720d-44cd-89a2-4cc83cde7b90,en,Someone from quarantaine came to my office and stayed 20min. Is it a risk
2020-03-19T14:20:00.831Z,8939cba6-f923-44fe-9cf4-8a56e198778b,en,"What is the difference between a pandemic & epidemic? Why did WHO declare this a pandemic? What is the difference between social distancing, self-isolating and quarantine? To what extent is social distancing helpful? Why should I do this? When should you self-isolate? Will the virus be less effective when we get warmer weather?  When should I go to the hospital? Should I get tested if I was in contact with someone who has or is suspected of having covid19 (but do not have any symptoms)? Should I stop taking medications that suppress my immune system?  When someone in the household is coming and going (for work), how can we keep the home a safe place? Can the virus be transmitted through Air Conditioning? (from outside or from within the home) How long does the virus last on inanimate objects (plastic, glass, cardboard, metal)? What have we learned from countries like China, South Korea and Singapore that have been dealing with this for a longer period of time and have slowed the spread?"
2020-03-19T14:10:37.901Z,cb2c4687-5420-4370-a4fe-776ee5d10fc4,en,can I go outside
2020-03-19T15:39:52.508Z,b3cd859f-a9f3-4985-a884-0a8387a9daa4,fr,Est ce que la toux est sèche ou grasse?
2020-03-19T14:16:03.429Z,34327a70-7e54-4f53-bdf6-6809c83a8d5e,fr,Je ne me sens pas bien 
2020-03-19T14:08:51.894Z,04fd4b84-3015-492f-aa37-eacf6e432a70,en,If you start showing flu symptoms should you consult a doctor or stay home?
